time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2,tic_id,label
1518.0753864691285,0.9995214,0.0062320973,0.0047297976,209243,1076.8465598464695,778.597569816401,1121.1704,5.904898,1151.4977,2.640627,1234.3597,7.6963334,0,,,,,1076.8465598464695,0.0034784575,778.597569816401,0.0031484608,-0.012304006,0.037373442,1103432,eclipsing_binary
1518.0767753728012,0.99527603,0.006222985,0.004729813,209244,1076.840543519934,778.5922790326347,1116.9037,5.8962646,1153.0186,2.639639,1229.117,7.6850805,0,,,,,1076.840543519934,0.0034866596,778.5922790326347,0.0031529344,-0.012835453,0.023324735,1103432,eclipsing_binary
1518.0781642760078,0.9905366,0.0062169586,0.004729828,209245,1076.848809586274,778.5860343295558,1112.8455,5.890555,1148.1425,2.638852,1223.2639,7.677638,0,,,,,1076.848809586274,0.003494075,778.5860343295558,0.003160555,-0.01299828,0.027333723,1103432,eclipsing_binary
1518.079553179681,0.99472725,0.006212778,0.004729843,209246,1076.8457275551475,778.5873725432482,1115.8726,5.8865933,1141.2108,2.6325119,1228.4392,7.6724753,0,,,,,1076.8457275551475,0.0034885602,778.5873725432482,0.0031575547,-0.013719382,0.021545071,1103432,eclipsing_binary
1518.080942082889,0.9995536,0.00621663,0.004729858,209247,1076.8475421020657,778.5976178562294,1121.0205,5.890243,1141.4282,2.6298954,1234.3995,7.6772323,0,,,,,1076.8475421020657,0.00347504,778.5976178562294,0.0031423385,-0.011685126,0.028283114,1103432,eclipsing_binary
1518.0823309865611,0.99886286,0.0062007173,0.0047298735,209248,1076.8419303643268,778.594463539877,1120.329,5.8751655,1131.6061,2.6254017,1233.5465,7.657581,0,,,,,1076.8419303643268,0.0034632862,778.594463539877,0.0031363051,-0.014547268,0.025088526,1103432,eclipsing_binary
1518.0837198897682,1.006163,0.006202025,0.0047298884,209249,1076.8465812324603,778.5992794962924,1127.911,5.876405,1129.5912,2.6206033,1242.5618,7.659196,0,,,,,1076.8465812324603,0.0034439466,778.5992794962924,0.0031085997,-0.012774705,0.046638604,1103432,eclipsing_binary
1518.085108793441,0.99943036,0.0062036007,0.004729904,209250,1076.8448602162705,778.5827755007721,1117.4657,5.8778973,1134.1284,2.6244254,1234.2473,7.6611414,0,,,,,1076.8448602162705,0.0034836102,778.5827755007721,0.0031514962,-0.013427876,-0.004605071,1103432,eclipsing_binary
1518.086497696648,0.994177,0.006188886,0.0047299187,209251,1076.8477192921396,778.5974364149323,1116.4817,5.863955,1129.2683,2.6202173,1227.7596,7.6429696,0,,,,,1076.8477192921396,0.003471009,778.5974364149323,0.003140216,-0.011979656,0.032473423,1103432,eclipsing_binary
1518.0878866003206,1.0049846,0.0061934586,0.004729934,209252,1076.8467516145884,778.5882828800944,1125.14,5.868288,1124.6646,2.6162705,1241.1066,7.648617,0,,,,,1076.8467516145884,0.0034462528,778.5882828800944,0.0031149539,-0.014059401,0.02042038,1103432,eclipsing_binary
1518.0906644072006,0.99632704,0.006182893,0.0047299643,209254,1076.8450059216789,778.5917994094201,1118.3555,5.8582773,1119.9442,2.6136487,1230.4149,7.635569,0,,,,,1076.8450059216789,0.0034605742,778.5917994094201,0.0031289689,-0.0109747825,0.027088849,1103432,eclipsing_binary
1518.092053310407,0.9856999,0.006167455,0.004729979,209255,1076.8484490414533,778.5904301070407,1107.2761,5.84365,1115.9773,2.6127279,1217.2909,7.6165037,0,,,,,1076.8484490414533,0.0034829027,778.5904301070407,0.0031510475,-0.010755673,0.018659376,1103432,eclipsing_binary
1518.0934422140806,1.0010356,0.006172336,0.0047299946,209256,1076.8462380644633,778.5929936805077,1121.9191,5.8482747,1112.6047,2.6102087,1236.2296,7.6225314,0,,,,,1076.8462380644633,0.0034382048,778.5929936805077,0.0031187392,-0.013614412,0.027732138,1103432,eclipsing_binary
