time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2,tic_id,label
1325.3001960216864,0.99886936,0.00092244614,0.0044612545,70445,1828.3518952783938,1933.165005800762,16444.795,15.110857,1479.6715,4.445285,18069.627,16.687124,0,,,,,1828.3518952783938,0.00075610983,1933.165005800762,0.0007008274,0.03766734,0.05976058,231670397,planet
1325.3015849034987,0.9994131,0.0009225674,0.004461248,70446,1828.3267209438854,1933.1395562003192,16456.133,15.112843,1479.4261,4.444089,18079.463,16.689318,0,,,,,1828.3267209438854,0.0007551731,1933.1395562003192,0.00069979555,0.009668257,0.030085554,231670397,planet
1325.3029737857767,1.0000058,0.0009230144,0.004461242,70447,1828.3242995540081,1933.1366240202897,16468.174,15.120167,1479.2484,4.4441357,18090.186,16.697405,0,,,,,1828.3242995540081,0.0007567988,1933.1366240202897,0.0006992851,0.006116805,0.025813075,231670397,planet
1325.3043626675887,1.0001006,0.0009229436,0.0044612354,70448,1828.3225408145465,1933.1262161790924,16469.748,15.119007,1478.3187,4.4400854,18091.9,16.696123,0,,,,,1828.3225408145465,0.00075670326,1933.1262161790924,0.0006990708,0.0044213836,0.014507197,231670397,planet
1325.3057515498667,0.9987327,0.0009223656,0.0044612293,70449,1828.318236335708,1933.1275704101647,16445.146,15.109538,1477.7556,4.447718,18067.154,16.685667,0,,,,,1828.318236335708,0.0007562041,1933.1275704101647,0.00069922797,-0.0004440827,0.016423145,231670397,planet
1325.307140431679,0.9996222,0.00092264306,0.004461223,70450,1828.3183252488027,1933.1273346130279,16458.637,15.114083,1480.8578,4.4428325,18083.246,16.690687,0,,,,,1828.3183252488027,0.00075553707,1933.1273346130279,0.00069961534,-0.0012074424,0.01585767,231670397,planet
1325.3085293134911,1.0001197,0.0009230466,0.0044612163,70451,1828.3191262084947,1933.1244345016182,16465.691,15.120694,1478.8873,4.4510894,18092.246,16.697987,0,,,,,1828.3191262084947,0.000756514,1933.1244345016182,0.00069906126,0.00012702787,0.010972237,231670397,planet
1325.309918195769,0.9998776,0.00092318765,0.00446121,70452,1828.3164821741382,1933.127041376813,16460.527,15.123004,1484.6555,4.4574337,18087.865,16.700539,0,,,,,1828.3164821741382,0.0007573612,1933.127041376813,0.00069869106,-0.0031079338,0.014029813,231670397,planet
1325.3113070775812,0.9989566,0.0009227344,0.0044612037,70453,1828.3160261898292,1933.1249679963835,16449.746,15.11558,1482.9491,4.447567,18071.205,16.692339,0,,,,,1828.3160261898292,0.0007565942,1933.1249679963835,0.000700361,-0.0028779,0.012798822,231670397,planet
1325.3126959598592,0.9979682,0.00092269655,0.0044611976,70454,1828.3146623393372,1933.1292460414893,16431.104,15.11496,1487.5944,4.4667277,18053.324,16.691654,0,,,,,1828.3146623393372,0.0007572924,1933.1292460414893,0.000700172,-0.0043484815,0.018411381,231670397,planet
1325.3140848416713,1.000439,0.000923891,0.004461191,70455,1828.3154182320554,1933.1211485033577,16472.002,15.134526,1485.1697,4.463937,18098.021,16.713263,0,,,,,1828.3154182320554,0.00075740635,1933.1211485033577,0.00069971825,-0.0033016293,0.008699487,231670397,planet
1325.3154737234834,1.0017891,0.0009236231,0.0044611846,70456,1828.3196493305454,1933.1255365002105,16493.166,15.130137,1488.6597,4.445832,18122.445,16.708416,0,,,,,1828.3196493305454,0.0007556353,1933.1255365002105,0.0006983685,0.0007647796,0.014022326,231670397,planet
1325.3168626057616,0.9994136,0.00092309964,0.0044611786,70457,1828.316342310527,1933.1272027869838,16453.203,15.121561,1497.8226,4.4646063,18079.473,16.698946,0,,,,,1828.316342310527,0.0007567383,1933.1272027869838,0.0006994494,-0.0031605551,0.015615744,231670397,planet
