toi,tid,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep
"1390.01",365389353,"FP",2.6380089,3.5500000,1683.0000000
"1391.01",389182138,"FP",2.7260173,2.7030000,1165.0000000
"1392.01",416987878,"FP",2.8687600,2.4220000,1030.0000000
"1393.01",430528566,"FP",0.5590256,0.6880000,660.0000000
"1394.01",431156009,"FP",2.9581480,3.7690000,980.0000000
"1395.01",468472950,"FP",0.9873600,1.4640000,370.0000000
"1396.01",468845640,"FP",3.9930700,4.7830000,3892.8100000
"1397.01",64553698,"FP",8.6795072,3.6280000,10160.0000000
"1398.01",66445643,"APC",6.5560604,2.7030000,861.0000000
"1399.01",66783360,"FP",1.3812787,2.4000000,1573.0000000
"140.01",140068425,"APC",2.2813432,1.1601933,1126.6619488
"1400.01",258801269,"FP",5.4892300,3.2900000,910.0000000
"1401.01",259126549,"FP",7.3845072,4.5310000,25160.0000000
"1402.01",259129875,"FP",0.4388900,0.9470000,650.0000000
"1403.01",328750515,"FP",2.3359622,6.0165684,3066.2492749
"1404.01",352239069,"PC",6.8674054,3.4880000,779.0000000
"1404.02",352239069,"PC",14.4318870,3.2650000,1687.0000000
"1405.01",387834907,"FP",12.6400100,6.8930000,9458.3800000
"1406.01",231736113,"CP",10.5739824,4.0400000,5460.0000000
"1407.01",69747919,"KP",9.9783319,4.2281711,179.2248456
"1408.01",364186197,"CP",4.4247042,1.3180000,2447.0000000
"1408.02",364186197,"KP",2.2222094,2.4610000,87.0000000
"1409.01",115771549,"APC",4.7182888,4.0460000,3000.0000000
"141.01",403224672,"CP",1.0082361,1.4100000,228.0000000
"1410.01",199444169,"CP",1.2168732,0.8600000,1240.0000000
"1411.01",116483514,"CP",1.4520486,1.3390000,393.0000000
"1412.01",116483734,"APC",4.7319770,0.3610000,3470.0000000
"1413.01",119700084,"PC",6.1182129,0.6671441,1805.1895773
"1414.01",125442121,"APC",3.0197807,3.5896763,12016.7483851
"1415.01",148782377,"PC",14.4204896,5.1737619,1061.4991496
"1416.01",158025009,"CP",1.0697621,1.3560000,376.0000000
"1351.01",1718201850,"APC",5.9294089,2.9280000,14536.0000000
"1352.01",336740528,"APC",5.2958813,2.8820000,5100.0000000
"1353.01",279177746,"FP",4.4350025,2.2520000,2085.0000000
"1354.01",365683032,"FP",1.4287976,2.9300000,1768.0000000
"1355.01",372264750,"PC",2.1702725,2.1417853,5156.7735359
"1356.01",277566483,"PC",24.2544697,17.4860000,8802.0000000
"1357.01",357972447,"FP",0.3375900,1.3510000,529.0000000
"1358.01",275501623,"FP",1.6734600,2.5400000,390.0000000
"1359.01",416624606,"FP",2.5152549,2.3860000,1870.0000000
"136.01",410153553,"CP",0.4629304,0.5409433,4507.3268775
"1360.01",330468175,"FP",0.7090200,2.4900000,570.0000000
"1361.01",277447970,"PC",2.2374620,2.9910000,4281.0000000
"1362.01",395142888,"PC",1.9173816,1.4660000,664.0000000
"1363.01",230017325,"FP",9.6926509,2.8190000,1393.0000000
"1364.01",26880783,"PC",1.7753644,2.0340000,878.0000000
"1365.01",367099243,"FP",1.8286961,3.3700000,7283.0000000
"1366.01",120602501,"FP",14.8626982,3.3250502,8264.2193919
"1367.01",129539786,"FP",2.0881134,2.3070000,730.0000000
"1368.01",136971594,"FP",1.2556200,2.3040000,290.0000000
"1369.01",155005217,"FP",7.6047417,5.2300000,1200.0000000
"137.01",176957796,"FA",4.8173797,1.3230000,1800.0000000
"1370.01",155114483,"FP",5.2651271,2.4630000,3450.0000000
"1371.01",162130054,"APC",5.0095595,3.3530000,8700.0000000
"1372.01",164150539,"FP",6.1600888,1.6700000,1120.0000000
"1373.01",176899385,"KP",3.8529998,3.2250000,8913.0000000
"1374.01",190430205,"FP",1.0688400,2.5120000,470.0000000
"1375.01",190442486,"FP",5.4561177,3.1000000,1360.0000000
"1376.01",190743990,"FP",1.7380504,1.4960000,956.0000000
"1377.01",240613164,"FP",1.9914300,4.1360000,16745.8000000
"1378.01",249812036,"FP",5.7785318,2.3480000,4990.0000000
"1379.01",252490659,"APC",1132.0244686,4.1190000,18121.2000000
"138.01",277683130,"APC",6.1982658,1.9120000,3896.0000000
"1380.01",274170255,"FP",1.4107200,2.6230000,500.0000000
"1381.01",275722992,"PC",6.5601782,4.0580000,2474.0000000
"1382.01",276360911,"FA",0.4448200,1.0580000,1610.0000000
"1383.01",313506357,"FP",1.5327030,2.6980000,1250.0000000
"1384.01",328167090,"FP",0.7131492,2.4280000,450.0000000
"1385.01",329864959,"FP",4.5231800,5.0990000,25109.1000000
"1445.02",259172391,"PC",4.7842093,2.9470000,390.0000000
"1446.01",294471966,"PC",6.3170657,2.4466954,688.3375977
"1446.02",294471966,"PC",4.5057387,1.8856750,428.7456455
"1447.01",298073824,"FA",1.2273079,4.8114753,66.4147779
"1448.01",343628284,"CP",8.0970819,3.1278520,4723.0724376
"1449.01",356158613,"FA",,3.4177250,2167.3207374
