time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2,tic_id,label
2201.734137400561,1.0010985,0.0013629755,0.00128955,701480,1940.6293654095805,764.3634644734915,8513.985,11.328088,1125.2349,3.65371,9324.335,12.694895,0,,,,,1940.6293654095805,0.0010343437,764.3634644734915,0.0010186018,-0.026811033,0.084291704,291555748,false_positive
2201.736915255911,0.9963991,0.0013620361,0.0012896288,701482,1940.629278440692,764.3700116123052,8476.609,11.32028,1136.5292,3.6609104,9280.564,12.686145,0,,,,,1940.629278440692,0.0010373484,764.3700116123052,0.001023519,-0.026702024,0.09168542,291555748,false_positive
2201.7383041836442,0.99808204,0.0013626617,0.0012896683,701483,1940.6333137610316,764.3637174151241,8493.996,11.3254795,1132.2739,3.654689,9296.239,12.691972,0,,,,,1940.6333137610316,0.0010350907,764.3637174151241,0.001022001,-0.023471717,0.084399775,291555748,false_positive
2201.739693111377,0.99885464,0.0013638368,0.0012897077,701484,1940.6253966228612,764.3670325472889,8503.519,11.335247,1136.2806,3.6632967,9303.436,12.702917,0,,,,,1940.6253966228612,0.0010346093,764.3670325472889,0.0010210754,-0.029210955,0.088181585,291555748,false_positive
2201.741082038994,1.0005243,0.0013649822,0.0012897471,701485,1940.630890803077,764.3641158984849,8517.958,11.344766,1132.5222,3.658563,9318.986,12.713586,0,,,,,1940.630890803077,0.0010343593,764.3641158984849,0.0010205986,-0.026324522,0.087137885,291555748,false_positive
2201.7424709667275,0.99821675,0.0013623133,0.0012897865,701486,1940.6290822305555,764.365813208406,8493.609,11.322584,1130.599,3.6517372,9297.494,12.688727,0,,,,,1940.6290822305555,0.0010351687,764.365813208406,0.001023775,-0.02641461,0.084920295,291555748,false_positive
2201.74385989446,0.99544656,0.0013609764,0.001289826,701487,1940.6314913280128,764.3706721141047,8471.938,11.311473,1129.0662,3.655287,9271.692,12.676275,0,,,,,1940.6314913280128,0.0010357373,764.3706721141047,0.0010253451,-0.02437277,0.09284115,291555748,false_positive
2201.7452488220774,0.9972428,0.0013625353,0.0012898654,701488,1940.6340000214857,764.3699183992991,8491.216,11.3244295,1134.099,3.6549013,9288.423,12.690795,0,,,,,1940.6340000214857,0.0010350824,764.3699183992991,0.0010215536,-0.021445751,0.090429895,291555748,false_positive
2201.7466377498117,0.9975909,0.0013624029,0.0012899048,701489,1940.629016891454,764.3680848374809,8494.861,11.323329,1133.4583,3.6523118,9291.665,12.689562,0,,,,,1940.629016891454,0.0010352175,764.3680848374809,0.0010215304,-0.02728822,0.08712031,291555748,false_positive
2201.7480266774287,1.0010335,0.0013641953,0.0012899442,701490,1940.6336585398396,764.368638887807,8522.94,11.338225,1131.7996,3.6545236,9323.73,12.706256,0,,,,,1940.6336585398396,0.0010338153,764.368638887807,0.00101873,-0.022101697,0.09042085,291555748,false_positive
